statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND152;Polen;0,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND152;Polen;20191;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND154;Rumänien;0,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND154;Rumänien;21502;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND153;Portugal;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND153;Portugal;525;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND134;Griechenland;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND134;Griechenland;5557;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND130;Kroatien;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND130;Kroatien;1080;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND273;Somalia;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND273;Somalia;885;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND438;Irak;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND438;Irak;8717;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND232;Nigeria;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND232;Nigeria;12865;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND273;Somalia;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND273;Somalia;948;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND121;Albanien;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND121;Albanien;392;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);446;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND151;Österreich;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND151;Österreich;1437;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND368;Vereinigte Staaten;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND368;Vereinigte Staaten;8013;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND438;Irak;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND438;Irak;1188;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND137;Italien;0,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND137;Italien;124854;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND122;Bosnien und Herzegowina;0,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND122;Bosnien und Herzegowina;21884;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND168;Vereinigtes Königreich;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND168;Vereinigtes Königreich;6220;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND439;Iran;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND439;Iran;1781;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND134;Griechenland;0,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND134;Griechenland;73462;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND152;Polen;0,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND152;Polen;10014;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND000;Deutschland;95,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND000;Deutschland;1494602;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND166;Ukraine;0,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND166;Ukraine;33101;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND168;Vereinigtes Königreich;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND168;Vereinigtes Königreich;362;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND368;Vereinigte Staaten;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND368;Vereinigte Staaten;15066;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);;Insgesamt;100,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);;Insgesamt;2146443;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);1380;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);1869;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND121;Albanien;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND121;Albanien;2298;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND224;Eritrea;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND224;Eritrea;3421;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND122;Bosnien und Herzegowina;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND122;Bosnien und Herzegowina;612;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND166;Ukraine;0,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND166;Ukraine;13858;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND150;Kosovo;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND150;Kosovo;2559;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND163;Türkei;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND163;Türkei;3867;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND252;Marokko;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND252;Marokko;877;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND125;Bulgarien;0,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND125;Bulgarien;84677;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND000;Deutschland;83,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND000;Deutschland;1503568;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND461;Pakistan;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND461;Pakistan;742;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND148;Niederlande;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND148;Niederlande;61923;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND476;Thailand;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND476;Thailand;3616;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND475;Syrien;1,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND475;Syrien;31895;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND476;Thailand;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND476;Thailand;5473;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND163;Türkei;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND163;Türkei;3098;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND155;Slowakei;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND155;Slowakei;1366;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND155;Slowakei;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND155;Slowakei;150;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND155;Slowakei;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND155;Slowakei;4541;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND461;Pakistan;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND461;Pakistan;4392;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND154;Rumänien;0,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND154;Rumänien;10139;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND252;Marokko;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND252;Marokko;373;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND461;Pakistan;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND461;Pakistan;3057;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND168;Vereinigtes Königreich;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND168;Vereinigtes Königreich;287;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND122;Bosnien und Herzegowina;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND122;Bosnien und Herzegowina;377;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND152;Polen;0,9;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND152;Polen;22758;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND327;Brasilien;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND327;Brasilien;5960;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;STALD4;Staatsangehörigkeit (Häufigste Länder);LAND130;Kroatien;-;%;PRS018;Personen;
